Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.64,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.15,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.06,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.41,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.48,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.53,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.81,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.63,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.24,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.86,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.79,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.94,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.85,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.97,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.47,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.11,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.43,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.78,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.31,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.76,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.48,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.12,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.58,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.73,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.41,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.81,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.13,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.68,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.99,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.42,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.99,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.47,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.19,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.09,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.24,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.63,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.69,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.74,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.76,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.75,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.88,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.49,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.08,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.96,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.58,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.54,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.06,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.7,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.22,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.31,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.3,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.1,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.84,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.93,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.17,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.19,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.37,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.84,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.28,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.65,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.49,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.66,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.44,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.36,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.11,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.73,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.28,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.47,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.49,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.73,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.18,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.16,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.69,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.62,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.12,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.01,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.66,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.63,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.01,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.14,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.36,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.54,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.88,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.51,School Counselor
Bachelor's,Cyber Security,"Ethical Hacking, Security, Linux, Networking",CCNA,7.62,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Networking, Ethical Hacking, Security",CCNA,9.55,Cyber Security Analyst
Master's,Cyber Security,"Security, Ethical Hacking, Linux, Networking",CCNA,8.96,Cyber Security Analyst
PhD,Cyber Security,"Ethical Hacking, Networking, Linux, Security",CCNA,7.43,Cyber Security Analyst
Bachelor's,Cyber Security,"Networking, Linux, Ethical Hacking, Security",CCNA,9.52,Cyber Security Analyst
Master's,Cyber Security,"Security, Linux, Networking, Ethical Hacking",CCNA,7.96,Cyber Security Analyst
PhD,Cyber Security,"Networking, Ethical Hacking, Linux, Security",CCNA,7.38,Cyber Security Analyst
PhD,Cyber Security,"Ethical Hacking, Networking, Linux, Security",CCNA,8.91,Cyber Security Analyst
Master's,Cyber Security,"Ethical Hacking, Security, Networking, Linux",CCNA,8.63,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Networking, Security, Ethical Hacking",CCNA,7.43,Cyber Security Analyst
Master's,Cyber Security,"Security, Linux, Ethical Hacking, Networking",CCNA,6.55,Cyber Security Analyst
Master's,Cyber Security,"Ethical Hacking, Security, Linux, Networking",CCNA,9.68,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Ethical Hacking, Security, Networking",CCNA,8.16,Cyber Security Analyst
PhD,Cyber Security,"Ethical Hacking, Linux, Networking, Security",CCNA,9.27,Cyber Security Analyst
PhD,Cyber Security,"Networking, Linux, Security, Ethical Hacking",CCNA,8.25,Cyber Security Analyst
Bachelor's,Cyber Security,"Ethical Hacking, Security, Linux, Networking",CCNA,7.37,Cyber Security Analyst
Master's,Cyber Security,"Ethical Hacking, Linux, Security, Networking",CCNA,7.37,Cyber Security Analyst
Master's,Cyber Security,"Networking, Ethical Hacking, Linux, Security",CCNA,8.63,Cyber Security Analyst
Bachelor's,Cyber Security,"Networking, Security, Ethical Hacking, Linux",CCNA,6.74,Cyber Security Analyst
Bachelor's,Cyber Security,"Security, Networking, Linux, Ethical Hacking",CCNA,9.39,Cyber Security Analyst
Bachelor's,Cyber Security,"Security, Linux, Ethical Hacking, Networking",CCNA,6.74,Cyber Security Analyst
Bachelor's,Cyber Security,"Security, Linux, Networking, Ethical Hacking",CCNA,8.84,Cyber Security Analyst
PhD,Cyber Security,"Linux, Ethical Hacking, Networking, Security",CCNA,8.86,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Security, Ethical Hacking, Networking",CCNA,8.93,Cyber Security Analyst
PhD,Cyber Security,"Linux, Security, Networking, Ethical Hacking",CCNA,8.1,Cyber Security Analyst
Master's,Cyber Security,"Networking, Security, Linux, Ethical Hacking",CCNA,7.0,Cyber Security Analyst
PhD,Cyber Security,"Networking, Security, Linux, Ethical Hacking",CCNA,7.34,Cyber Security Analyst
Master's,Cyber Security,"Linux, Security, Networking, Ethical Hacking",CCNA,9.8,Cyber Security Analyst
PhD,Cyber Security,"Linux, Security, Networking, Ethical Hacking",CCNA,9.6,Cyber Security Analyst
PhD,Cyber Security,"Linux, Ethical Hacking, Networking, Security",CCNA,6.83,Cyber Security Analyst
Master's,Cyber Security,"Ethical Hacking, Linux, Security, Networking",CCNA,7.57,Cyber Security Analyst
Bachelor's,Cyber Security,"Security, Ethical Hacking, Linux, Networking",CCNA,6.53,Cyber Security Analyst
PhD,Cyber Security,"Security, Networking, Linux, Ethical Hacking",CCNA,9.21,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Ethical Hacking, Networking, Security",CCNA,7.3,Cyber Security Analyst
Master's,Cyber Security,"Linux, Security, Ethical Hacking, Networking",CCNA,8.75,Cyber Security Analyst
Bachelor's,Cyber Security,"Ethical Hacking, Networking, Linux, Security",CCNA,7.69,Cyber Security Analyst
Bachelor's,Cyber Security,"Linux, Networking, Ethical Hacking, Security",CCNA,7.33,Cyber Security Analyst
Master's,Cyber Security,"Linux, Networking, Ethical Hacking, Security",CCNA,9.36,Cyber Security Analyst
Master's,Cyber Security,"Linux, Networking, Ethical Hacking, Security",CCNA,8.1,Cyber Security Analyst
Master's,Cyber Security,"Networking, Linux, Security, Ethical Hacking",CCNA,8.67,Cyber Security Analyst
Master's,Cyber Security,"Networking, Ethical Hacking, Security, Linux",CCNA,9.76,Cyber Security Analyst
